tiempo,dato1a.n_seg,dato1b.n_seg,dato1c.n_seg,dato1d.n_seg,dato1e.n_seg,dato2a.n_seg,dato2b.n_seg,dato2c.n_seg,dato2d.n_seg,dato2e.n_seg,dato3a.n_seg,dato3b.n_seg,dato3c.n_seg,dato3d.n_seg,dato3e.n_seg,dato4a.n_seg,dato4b.n_seg,dato4c.n_seg,dato4d.n_seg,dato4e.n_seg,dato5a.n_seg,dato5b.n_seg,dato5c.n_seg,dato5d.n_seg,dato5e.n_seg,dato6a.n_seg,dato6b.n_seg,dato6d.n_seg,dato6c.n_seg,dato6e.n_seg,dato7a.n_seg,dato7b.n_seg,dato7c.n_seg,dato7d.n_seg,dato7e.n_seg,dato8a.n_seg,dato8b.n_seg,dato8c.n_seg,dato8d.n_seg,dato8e.n_seg,dato9a.n_seg,dato9b.n_seg,dato9c.n_seg,dato9d.n_seg,dato9e.n_seg,dato10a.n_seg,dato10b.n_seg,dato10c.n_seg,dato10d.n_seg,dato10e.n_seg,dato11a.n_seg,dato11b.n_seg,dato11c.n_seg,dato11d.n_seg,dato11e.n_seg,dato12a.n_seg,dato12b.n_seg,dato12c.n_seg,dato12d.n_seg,dato12e.n_seg,dato13a.n_seg,dato13b.n_seg,dato13c.n_seg,dato13d.n_seg,dato13e.n_seg,dato14a.n_seg,dato14b.n_seg,dato14c.n_seg,dato14d.n_seg,dato14e.n_seg,dato15a.n_seg,dato15b.n_seg,dato15c.n_seg,dato15d.n_seg,dato15e.n_seg,dato16a.n_seg,dato16b.n_seg,dato16c.n_seg,dato16d.n_seg,dato16e.n_seg,dato17a.n_seg,dato17b.n_seg,dato17c.n_seg,dato17d.n_seg,dato17e.n_seg,dato18a.n_seg,dato18b.n_seg,dato18c.n_seg,dato18d.n_seg,dato18e.n_seg,dato19a.n_seg,dato19b.n_seg,dato19c.n_seg,dato19d.n_seg,dato19e.n_seg,dato20a.n_seg,dato20b.n_seg,dato20c.n_seg,dato20d.n_seg,dato20e.n_seg,mean
12,3,3,3,3,0,3,0,0,0,1,3,0,3,3,3,3,2,3,3,1,2,2,0,2,2,2,1,3,1,3,3,2,1,2,0,2,0,1,3,0,3,3,2,2,3,0,3,3,3,3,2,0,2,1,2,3,3,2,0,3,3,0,3,3,2,3,2,1,0,2,3,3,2,0,3,3,3,3,3,3,3,3,3,0,3,1,3,3,3,2,3,0,3,2,3,0,0,4,0,0,1.99
13,2,2,3,2,1,2,0,0,0,2,2,0,3,3,3,3,3,2,2,0,0,3,3,3,0,3,2,2,0,3,2,3,1,3,3,0,1,3,3,1,3,2,3,3,3,0,4,3,3,3,3,0,3,2,2,3,3,3,0,3,2,0,2,2,1,2,2,3,0,3,2,2,3,0,2,2,3,3,4,3,2,2,2,1,3,0,3,0,3,3,3,0,3,3,3,0,0,2,0,0,1.97
14,2,3,2,3,0,2,1,0,0,0,3,0,2,3,3,3,3,3,3,1,0,2,2,2,0,3,2,3,0,3,3,3,1,3,3,1,3,1,3,2,2,3,3,2,2,2,2,2,1,2,2,0,3,2,3,3,3,3,0,1,3,1,3,2,1,2,3,2,0,2,2,3,3,0,3,3,3,3,3,3,3,3,3,0,3,0,3,2,3,3,3,0,3,4,4,0,1,3,0,0,2.04
15,3,2,3,2,1,2,3,0,2,0,3,0,3,3,3,3,3,3,3,0,3,3,2,4,0,3,0,3,0,3,3,3,1,3,3,0,0,3,3,3,3,3,3,3,3,2,3,2,3,3,2,1,2,3,3,3,3,3,0,2,3,0,2,3,1,3,3,2,0,3,3,2,3,0,3,3,3,3,3,4,3,3,2,2,2,1,2,3,3,3,3,0,2,3,3,1,3,3,0,0,2.24
16,2,3,3,3,0,3,2,0,0,0,3,0,3,2,3,2,2,2,3,3,3,2,3,3,1,3,2,3,1,3,3,2,3,3,2,1,1,3,3,3,3,3,3,2,3,2,3,1,3,2,3,0,3,4,3,3,2,2,0,3,2,3,1,2,3,2,2,3,0,2,2,2,3,0,2,3,3,3,3,3,4,3,3,3,3,0,3,3,3,3,3,0,4,4,3,1,1,4,0,0,2.27
17,3,2,3,3,0,2,3,0,0,0,3,0,2,3,2,2,3,3,2,0,2,3,2,3,1,3,1,3,0,3,2,3,3,3,3,0,2,3,3,2,2,2,2,3,2,1,3,2,2,3,2,0,3,2,3,3,3,3,0,2,3,2,3,3,1,3,3,2,0,3,3,3,2,0,3,2,3,3,4,4,2,3,3,2,3,2,2,2,2,3,3,0,2,2,3,1,0,3,0,0,2.12
18,2,3,2,2,0,3,2,0,0,1,3,0,3,2,4,2,2,2,3,0,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,1,0,2,2,3,3,3,3,2,3,1,3,1,2,2,3,0,3,3,3,3,2,2,0,3,3,2,3,3,3,3,3,2,0,2,2,1,2,0,2,3,2,2,3,3,3,3,3,1,3,2,3,3,2,3,2,0,2,3,3,1,3,2,0,0,2.17
19,2,3,3,3,2,3,2,0,0,0,4,0,2,3,2,3,3,1,3,1,3,2,3,2,1,2,2,3,2,3,2,2,3,3,2,0,1,3,3,2,3,2,3,3,3,0,3,3,3,2,2,1,2,2,2,3,2,3,0,2,2,2,3,2,3,2,2,2,0,2,3,3,3,0,3,3,3,3,3,3,3,3,2,2,3,0,2,1,3,2,3,0,3,3,3,1,2,3,0,0,2.14
20,2,2,2,3,0,3,1,0,0,0,2,0,3,3,3,3,3,3,2,1,3,2,3,2,2,3,3,2,1,3,3,3,3,1,3,1,1,3,3,1,2,3,2,3,3,0,3,2,2,2,3,1,2,2,3,3,3,1,0,3,3,2,3,3,3,2,3,3,0,2,3,3,4,0,3,3,2,3,2,2,3,3,3,1,2,0,3,1,3,3,3,0,1,4,3,1,3,3,0,0,2.14
21,2,3,3,2,1,2,2,0,0,0,2,0,3,3,3,3,3,3,3,3,3,4,3,3,1,2,2,3,0,3,2,3,3,3,3,1,1,3,3,3,3,3,3,2,3,0,3,2,4,2,2,1,3,2,3,2,3,3,0,3,2,2,0,3,3,3,2,2,0,2,3,2,3,0,3,3,3,2,3,1,3,3,2,3,3,1,3,2,3,3,3,0,0,3,3,1,3,3,3,0,2.24
22,3,2,2,3,3,1,1,0,0,0,3,0,1,1,3,4,3,3,3,2,2,3,3,3,1,3,3,3,0,2,3,3,3,3,3,1,2,1,3,2,2,2,3,3,2,0,3,3,2,3,2,0,2,3,2,3,2,2,0,3,3,3,2,3,3,3,3,2,0,3,2,2,3,0,2,3,3,2,3,3,3,2,3,2,3,1,3,1,3,2,3,0,4,3,3,1,3,2,1,0,2.18
23,3,3,3,3,3,3,1,0,3,0,3,0,3,3,3,1,2,3,3,3,3,2,2,2,0,3,3,2,0,3,2,2,3,3,2,1,0,0,2,3,3,2,2,2,3,1,1,3,1,3,2,0,2,3,3,3,3,2,0,3,2,2,2,2,3,2,3,3,0,2,2,3,3,0,3,3,3,2,3,2,3,3,2,3,2,1,2,0,3,3,3,2,2,3,3,1,3,2,2,0,2.14
24,3,2,2,2,4,3,0,0,1,0,3,0,3,3,3,3,3,3,2,3,4,3,2,3,0,2,3,3,1,3,3,3,2,2,3,1,1,4,3,4,2,3,3,3,3,2,3,1,2,2,3,0,3,2,2,2,2,2,0,3,3,3,2,3,2,2,2,3,0,3,3,2,3,0,2,2,2,3,3,3,3,3,3,3,3,3,4,1,3,2,3,3,3,4,3,2,3,3,1,0,2.35
25,2,3,3,3,1,3,1,0,0,0,2,0,2,3,3,4,2,3,3,3,1,2,3,3,1,3,2,3,1,3,2,2,3,0,3,0,3,2,2,3,1,3,2,2,2,3,3,3,3,1,2,0,3,3,3,3,3,3,0,3,3,3,3,3,3,2,3,2,0,2,2,3,3,0,2,3,3,2,3,3,3,2,2,2,3,1,2,1,2,3,3,2,3,3,3,2,2,3,1,0,2.2
26,2,3,2,2,1,2,1,0,0,0,3,0,3,3,3,3,3,2,3,3,3,3,4,1,0,3,3,2,0,3,3,1,3,0,3,1,2,3,3,2,3,2,3,3,3,3,3,2,2,3,3,0,2,2,2,3,3,3,0,3,2,3,3,2,2,3,3,2,0,3,3,2,2,0,3,3,3,3,2,3,3,3,3,1,3,0,3,1,4,1,3,2,2,3,2,3,2,3,1,0,2.2
27,3,2,2,3,3,3,1,0,0,0,3,0,3,3,2,3,3,2,2,3,4,3,3,3,0,2,3,3,2,2,2,1,3,0,2,2,3,3,2,3,2,3,2,3,3,3,2,3,3,1,3,1,3,3,2,2,2,2,0,3,2,3,2,3,3,2,3,3,1,3,3,3,4,0,3,3,3,3,3,2,3,3,3,0,2,0,3,1,2,2,3,1,2,2,3,2,1,2,0,0,2.2
28,2,3,3,1,2,3,3,0,0,0,3,0,2,2,2,2,3,2,3,2,2,3,2,3,2,3,2,2,3,3,3,0,3,0,2,0,2,1,3,4,1,3,3,2,2,3,3,1,3,3,2,1,1,3,2,3,1,3,0,3,3,3,3,3,3,2,2,2,0,2,3,2,3,0,2,2,3,3,3,3,3,3,2,0,3,0,3,0,3,1,2,2,3,3,3,2,3,2,0,0,2.09
29,3,3,3,3,4,3,0,0,0,0,3,0,3,2,2,3,2,2,3,3,2,2,3,3,1,3,3,3,3,3,2,1,2,0,3,0,2,0,2,3,1,2,3,2,3,3,3,2,3,2,3,1,3,2,3,3,0,2,0,3,3,2,2,3,2,3,3,3,1,3,2,3,2,0,3,1,3,3,2,2,3,2,3,1,3,0,3,1,3,3,3,2,2,2,3,0,3,2,1,0,2.13
30,2,2,3,3,2,1,2,0,0,1,3,0,3,3,3,3,3,1,1,3,2,4,3,3,1,2,3,3,2,3,3,0,3,0,2,0,3,0,3,3,0,3,3,1,2,2,3,3,3,3,3,0,1,3,4,3,1,2,0,3,2,3,3,2,3,2,2,2,0,2,3,2,3,0,3,1,3,2,4,2,2,2,3,2,3,1,2,1,2,1,3,2,2,3,3,1,2,3,0,0,2.07
31,3,3,2,2,3,3,0,0,0,1,3,0,2,2,3,2,2,0,2,3,2,2,3,2,0,3,2,2,3,3,2,0,2,0,2,2,3,0,3,3,0,2,3,3,3,2,3,3,3,3,2,0,3,3,2,2,0,1,0,3,2,3,2,3,3,3,3,2,1,2,2,3,1,0,2,0,3,3,1,0,3,3,3,2,2,0,3,0,3,1,3,2,2,1,2,2,1,2,2,0,1.92
32,2,3,3,1,3,2,1,0,0,0,2,0,3,3,2,3,3,1,1,2,2,3,3,3,2,3,3,3,2,2,3,0,3,1,3,0,1,0,3,2,0,3,2,3,3,3,2,1,2,3,3,1,3,0,3,3,1,2,0,1,3,3,3,3,2,2,3,3,1,2,2,2,4,0,1,2,2,3,3,0,2,2,2,1,3,1,2,0,3,1,3,3,2,2,2,1,2,3,2,0,1.97
33,3,2,2,3,3,3,1,0,1,0,3,0,2,2,1,3,3,1,2,3,2,2,3,3,1,2,3,3,3,3,2,0,3,0,3,0,1,0,2,3,0,3,3,2,2,3,2,3,3,3,1,2,3,1,3,3,0,3,0,3,2,3,2,3,1,3,0,3,0,3,2,3,3,0,0,0,3,2,3,0,4,3,3,0,2,0,3,0,2,1,3,3,1,2,3,3,2,3,2,0,1.96
34,2,3,3,2,3,2,1,0,0,0,2,0,3,1,3,3,2,1,1,3,3,2,3,2,0,3,2,2,3,3,3,0,2,0,2,0,3,0,3,2,0,2,2,3,3,1,2,3,2,3,2,1,2,1,2,2,0,3,0,3,2,3,3,2,1,3,1,2,0,2,3,3,2,0,0,0,2,0,4,0,3,2,3,3,3,0,3,0,3,2,3,3,1,2,2,0,1,3,0,0,1.8
35,3,2,3,3,0,2,0,0,0,0,3,0,2,2,2,2,3,0,0,2,3,2,3,3,0,2,3,3,3,3,2,0,2,0,3,0,0,0,3,3,1,3,2,2,3,3,3,2,4,2,1,0,3,0,1,3,1,2,0,2,3,2,3,3,0,2,0,3,1,0,2,0,2,0,0,1,2,1,3,0,3,2,2,1,3,0,3,1,3,1,3,3,1,3,3,0,2,1,1,0,1.69
36,2,3,2,2,2,3,0,0,2,0,3,0,3,2,2,3,3,0,0,3,3,1,3,0,0,3,2,3,3,2,3,0,3,1,2,0,1,0,2,3,0,3,3,3,3,2,2,0,3,3,1,0,2,0,4,2,0,2,0,3,3,2,2,3,0,4,0,3,1,0,1,1,3,0,0,0,3,0,3,1,3,2,3,1,2,1,3,0,2,1,4,3,1,1,2,0,2,0,1,0,1.68
37,3,3,3,2,0,2,1,0,1,0,3,0,2,2,1,2,2,2,0,3,2,1,2,2,4,3,3,2,2,2,2,0,2,1,3,0,0,0,3,3,0,2,2,2,2,2,2,0,3,2,1,0,3,0,2,2,0,3,0,2,3,2,3,3,0,2,0,2,2,0,0,0,3,0,0,0,0,0,3,0,2,2,2,1,2,0,2,0,3,0,2,3,1,2,2,1,1,0,2,0,1.5
38,2,2,3,3,0,2,1,0,0,0,1,0,4,3,1,1,3,0,2,2,3,0,3,3,1,3,2,3,3,2,3,0,3,3,2,0,2,0,2,3,0,1,3,3,3,2,3,0,3,1,0,0,2,0,3,0,0,2,0,2,2,1,4,3,0,3,0,1,0,0,1,0,3,0,0,0,0,1,3,0,3,2,0,0,1,0,3,0,3,1,2,3,0,2,2,1,1,1,2,0,1.48
39,3,3,3,2,0,2,0,0,0,2,2,0,2,0,2,1,2,0,2,3,3,0,3,2,0,3,3,3,3,1,2,0,3,3,0,0,1,0,3,3,0,1,0,3,3,1,3,0,0,0,0,0,3,0,2,1,0,3,0,3,1,1,2,2,0,3,0,0,1,2,0,0,1,0,0,0,0,0,2,0,3,1,2,0,1,0,2,0,3,0,2,2,1,1,1,0,1,0,1,0,1.24
40,2,2,3,1,0,0,0,0,3,0,3,0,3,0,2,2,1,0,1,3,3,0,3,1,0,3,2,2,2,1,1,0,1,3,0,0,0,0,3,2,0,1,0,2,3,2,3,0,3,1,0,0,2,0,1,3,0,2,0,2,0,0,2,2,0,2,1,2,0,2,0,0,2,0,0,0,0,0,3,0,3,1,2,0,1,0,3,0,1,0,3,2,0,2,0,1,3,0,1,0,1.17
41,2,3,2,2,0,2,0,0,0,0,3,0,3,1,2,1,2,1,0,1,2,1,3,1,0,2,3,3,3,0,1,0,2,2,0,1,0,2,2,3,0,0,1,3,2,3,1,0,2,0,0,1,1,0,2,1,0,2,0,3,1,2,2,1,0,0,0,0,1,3,0,0,2,0,0,0,0,0,3,0,3,0,2,1,0,0,2,0,3,0,1,3,0,1,2,1,1,0,1,0,1.14
42,1,1,3,1,0,0,0,0,0,0,2,0,3,1,1,1,2,1,2,2,3,0,3,1,1,3,3,3,3,1,0,0,1,1,0,0,0,1,3,2,0,1,3,2,1,3,0,0,2,0,0,1,3,0,0,2,0,2,0,0,0,0,3,3,0,0,0,0,1,2,0,0,3,0,0,1,0,0,3,0,3,0,2,1,0,0,3,0,3,0,2,3,0,1,0,1,1,1,1,0,1.08
43,1,1,2,0,0,3,1,0,0,0,2,0,2,2,1,1,2,1,0,1,2,0,2,0,1,3,2,3,3,1,0,2,0,3,0,0,0,0,2,1,0,1,3,0,1,2,0,0,3,0,0,0,3,0,0,1,0,1,5,1,0,0,3,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,3,0,1,0,2,4,0,1,0,0,1,0,2,0,0.95
44,1,2,1,0,0,2,1,0,0,0,2,0,3,0,2,1,0,0,0,1,3,0,1,0,3,3,3,3,3,1,0,2,0,3,0,0,0,0,3,2,0,0,2,0,1,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,2,3,0,1,0,0,1,0,0,0,0.75
45,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,0,1,3,1,0,1,1,3,2,3,3,0,0,3,1,3,0,2,0,2,3,0,0,0,0,0,1,0,0,0,4,0,0,0,2,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,2,0,1,0,0,0,3,1,3,1,0,1,0,0,2,0,1,0,1,3,0,1,0,1,0,0,1,0,0.75
46,0,1,1,0,0,2,1,0,0,0,1,0,2,0,0,0,2,1,1,1,3,0,0,1,1,2,3,0,2,0,0,3,0,3,0,0,0,1,3,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,2,2,2,0,1,0,0,2,1,1,0,0.69
47,0,1,1,2,0,1,0,0,0,1,2,0,2,0,0,0,0,0,1,0,1,0,2,0,2,3,3,1,3,0,0,3,0,3,0,1,0,2,2,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,3,1,0,0,1,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,1,0,3,0,1,0,0,0,0,1,0,0.67
48,0,1,0,1,0,0,1,0,0,0,2,0,1,2,0,0,1,0,1,0,0,0,0,0,0,2,2,0,3,0,0,3,0,2,0,0,2,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0.49
